dataset,series_id,spectral_entropy,cv,seasonal_autocorr,trend_strength,history_length
m4,D2376,0.494006,0.434354,0.994825,0.233468,4074
m4,D2377,0.539379,0.487139,0.989223,0.615621,4196
m4,D2378,0.314201,0.34209,0.99142,0.72459,4194
m4,D2379,0.312029,0.320074,0.9933,0.731431,3570
m4,D238,0.018459,0.067134,0.916321,0.503372,300
m4,D2380,0.438041,0.432568,0.989415,0.310508,4194
m4,D2381,0.420474,0.4309,0.997853,0.854691,4194
m4,D2382,0.502422,0.48037,0.997806,0.817563,4196
m4,D2383,0.31451,0.35184,0.987844,0.135984,3570
m4,D2384,0.158481,0.223872,0.992042,0.426281,3570
m4,D2385,0.340686,0.367035,0.996548,0.881819,3570
m4,D2386,0.451843,0.422104,0.983549,0.293353,3570
m4,D2387,0.273869,0.323164,0.98891,0.143359,3570
m4,D2388,0.524732,0.490711,0.998556,0.90072,4196
m4,D2389,0.199414,0.257783,0.986896,0.049745,4196
m4,D239,0.013883,0.0552,0.928702,0.686295,176
m4,D2390,0.289669,0.329797,0.989919,0.003712,4196
m4,D2391,0.206426,0.262489,0.989883,0.224812,4196
m4,D2392,0.302353,0.323838,0.992956,0.828225,4196
m4,D2393,0.223889,0.264774,0.983708,0.015344,4196
m4,D2394,0.332648,0.33372,0.993168,0.676916,4196
m4,D2395,0.366621,0.36658,0.993442,0.664466,4196
m4,D2396,0.199127,0.247597,0.985988,0.290625,4196
m4,D2397,0.167408,0.217987,0.98631,0.595163,4196
m4,D2398,0.367304,0.370603,0.996122,0.725897,4196
m4,D2399,0.17508,0.228351,0.983585,0.451513,4196
m4,D24,0.140481,0.213988,0.992171,0.924573,673
m4,D240,0.013214,0.053574,0.923694,0.66355,176
m4,D2400,0.358194,0.350613,0.99264,0.412716,4196
m4,D2401,0.349803,0.354867,0.995255,0.850913,4196
m4,D2402,0.3791,0.376977,0.994287,0.653478,4196
m4,D2403,0.193532,0.242485,0.985571,0.29676,4196
m4,D2404,0.394311,0.388478,0.988715,0.000764,4196
m4,D2405,0.478007,0.435484,0.995872,0.843641,4196
m4,D2406,0.369067,0.368985,0.994099,0.791678,4196
m4,D2407,0.150445,0.227104,0.986653,0.277117,2690
m4,D2408,0.17599,0.250687,0.988802,0.391125,2688
m4,D2409,0.220371,0.279463,0.990839,0.638191,2690
m4,D241,0.013611,0.054514,0.924543,0.674768,176
m4,D2410,0.144685,0.216893,0.984367,0.160109,2688
m4,D2411,0.199821,0.256088,0.982306,0.198868,2690
m4,D2412,0.144295,0.211792,0.980859,0.035261,2690
m4,D2413,0.111671,0.169518,0.973909,0.288666,4196
m4,D2414,0.46157,0.448041,0.990963,0.174431,4196
m4,D2415,0.484787,0.465442,0.991913,0.308338,4196
m4,D2416,0.437189,0.447304,0.998098,0.938003,3444
m4,D2417,0.389918,0.412857,0.997809,0.926945,3444
m4,D2418,0.356486,0.387256,0.997922,0.915159,3444
m4,D2419,0.365968,0.397648,0.997941,0.929799,3444
m4,D242,0.022114,0.073827,0.961445,0.890889,177
m4,D2420,0.515533,0.505152,0.99864,0.942759,3444
m4,D2421,0.484825,0.47376,0.987355,0.00687,3444
m4,D2422,0.514168,0.499645,0.998696,0.928244,3444
m4,D2423,0.434029,0.45516,0.998311,0.890179,4196
m4,D2424,0.726792,0.619099,0.986469,0.255632,4196
m4,D2425,0.425859,0.408284,0.994933,0.818305,4196
m4,D2426,0.023674,0.069445,0.846345,0.002218,1050
m4,D2427,0.60422,0.53286,0.997518,0.780787,4196
m4,D2428,0.411294,0.425977,0.993996,0.687166,4196
m4,D2429,0.423781,0.448382,0.995564,0.82761,4194
m4,D243,0.022907,0.075404,0.963545,0.893391,177
m4,D2430,0.661002,0.58663,0.996366,0.886795,4196
m4,D2431,0.480501,0.456369,0.996791,0.686127,4196
m4,D2432,0.383381,0.400708,0.989218,0.6516,4194
m4,D2433,0.101113,0.176528,0.960811,0.514016,1051
m4,D2434,0.25814,0.301606,0.990381,0.52268,4196
m4,D2435,0.566175,0.490917,0.992367,0.433168,4196
m4,D2436,0.483499,0.4223,0.992629,0.61772,4196
m4,D2437,0.226015,0.264179,0.973452,0.006755,2938
m4,D2438,0.463454,0.4509,0.989148,0.003835,4196
m4,D2439,0.509898,0.445502,0.994142,0.595833,4196
m4,D244,0.021269,0.072139,0.961061,0.893421,177
m4,D2440,0.106441,0.180122,0.967774,0.233037,1050
m4,D2441,0.099284,0.175682,0.964597,0.357461,1050
m4,D2442,0.759575,0.669698,0.99946,0.950762,4196
m4,D2443,0.379194,0.395157,0.989704,0.307016,4195
m4,D2444,0.464901,0.450728,0.973142,0.701041,4196
m4,D2445,0.678463,0.600294,0.989003,0.259802,4196
m4,D2446,0.467617,0.448792,0.964042,0.182984,4196
m4,D2447,0.412821,0.387242,0.98113,0.020539,4196
m4,D2448,0.339088,0.358048,0.990247,0.55896,4196
m4,D2449,0.436427,0.4334,0.993954,0.830456,4195
m4,D245,0.022185,0.073898,0.961278,0.893981,177
m4,D2450,0.310036,0.337963,0.990388,0.598133,4195
m4,D2451,0.662642,0.587912,0.998425,0.888457,4196
m4,D2452,0.560053,0.520777,0.998046,0.897071,4196
m4,D2453,0.760535,0.6289,0.998082,0.875603,4194
m4,D2454,0.603295,0.530046,0.988378,0.51307,4196
m4,D2455,0.345896,0.357804,0.995276,0.796813,4196
m4,D2456,0.392311,0.401899,0.989038,0.040499,4196
m4,D2457,0.446386,0.438451,0.995956,0.851835,4196
m4,D2458,0.318132,0.352833,0.995571,0.727546,4196
m4,D2459,0.634268,0.542384,0.985514,0.114553,4196
m4,D246,0.005728,0.035208,0.898921,0.239862,176
m4,D2460,0.346308,0.373218,0.991703,0.642033,3822
m4,D2461,0.227954,0.272024,0.985529,0.266503,3822
m4,D2462,0.398457,0.425294,0.993477,0.769671,3822
m4,D2463,0.305219,0.313277,0.978726,0.031131,3822
m4,D2464,0.456034,0.475565,0.995283,0.791021,4196
m4,D2465,0.262908,0.311324,0.99111,0.04566,4197
m4,D2466,0.242785,0.312364,0.990842,0.617057,2186
m4,D2467,0.288853,0.336236,0.991723,0.80173,2187
m4,D2468,0.317863,0.384888,0.994715,0.76841,2187
m4,D2469,0.27987,0.352654,0.993881,0.728193,2187
m4,D247,0.005859,0.035595,0.898077,0.051467,366
m4,D2470,0.518147,0.496765,0.9975,0.904949,4197
m4,D2471,0.845157,0.679439,0.985469,0.10355,4197
m4,D2472,0.560421,0.512575,0.986838,0.284508,4197
m4,D2473,0.949077,0.779829,0.997039,0.877303,3698
m4,D2474,0.961979,0.790245,0.997087,0.87715,3698
m4,D2475,0.92072,0.791608,0.997184,0.8362,3698
m4,D2476,1.079242,0.865702,0.985814,0.001067,4197
m4,D2477,0.261912,0.317111,0.988014,0.0888,4197
m4,D2478,0.372392,0.410351,0.989621,0.0401,4197
m4,D2479,0.24254,0.28646,0.990612,0.308942,3696
m4,D248,0.121413,0.20075,0.947917,0.618757,557
m4,D2480,0.174089,0.249918,0.989976,0.250171,4197
m4,D2481,0.270679,0.316725,0.992768,0.59106,4197
m4,D2482,0.202646,0.262008,0.989995,0.43383,4197
m4,D2483,0.284768,0.332915,0.98725,0.212619,4197
m4,D2484,0.115201,0.174289,0.986468,0.644712,1304
m4,D2485,0.182816,0.234424,0.987549,0.781586,1304
m4,D2486,0.274823,0.310397,0.993291,0.93147,1304
m4,D2487,0.50644,0.469974,0.997464,0.663308,4197
m4,D2488,0.272166,0.328132,0.983164,0.52321,2813
m4,D2489,0.346095,0.382895,0.994029,0.600342,2815
m4,D249,0.00791,0.038662,0.841897,0.28362,298
m4,D2490,0.392045,0.413459,0.994883,0.648161,2815
m4,D2491,0.208187,0.257854,0.982732,0.205773,3194
m4,D2492,0.219064,0.272826,0.984909,0.224681,3194
m4,D2493,0.335763,0.361183,0.989452,0.081133,4195
m4,D2494,0.282265,0.330611,0.992459,0.220192,3445
m4,D2495,0.209958,0.263872,0.987645,0.107762,3445
m4,D2496,0.495342,0.478134,0.99533,0.870912,4197
m4,D2497,0.747269,0.661929,0.998955,0.931649,4197
m4,D2498,0.145749,0.229605,0.978765,0.485852,1303
m4,D2499,0.286195,0.333515,0.987733,0.005393,4197
m4,D25,0.071215,0.146706,0.987573,0.722423,673
m4,D250,0.008392,0.040022,0.84815,0.335671,298
m4,D2500,0.257459,0.315432,0.987033,0.024119,4197
m4,D2501,0.251695,0.31905,0.988115,0.081528,4197
m4,D2502,0.434815,0.443774,0.997588,0.849236,4195
m4,D2503,0.318044,0.324144,0.92572,0.118708,1101
m4,D2504,0.338037,0.333088,0.951449,0.479419,1101
m4,D2505,0.273032,0.328542,0.996935,0.866602,4197
m4,D2506,0.426664,0.43968,0.997528,0.864052,4197
m4,D2507,0.114905,0.177145,0.987125,0.187279,3951
m4,D2508,0.239978,0.277677,0.993209,0.690321,3445
m4,D2509,0.302496,0.337391,0.982951,0.245653,3445
m4,D251,0.008146,0.039314,0.844824,0.310392,298
m4,D2510,0.142329,0.199106,0.988291,0.527595,3445
m4,D2511,0.195128,0.256913,0.99135,0.050701,3698
m4,D2512,0.468649,0.454171,0.997328,0.874034,4195
m4,D2513,0.263635,0.29559,0.994198,0.822854,3571
m4,D2514,0.333722,0.359145,0.995959,0.857043,4197
m4,D2515,0.13531,0.19939,0.989557,0.23654,4197
m4,D2516,0.077298,0.148751,0.984458,0.02859,2565
m4,D2517,0.114477,0.18357,0.975871,0.803594,1101
m4,D2518,0.406748,0.456386,0.972946,0.266497,1430
m4,D2519,0.348945,0.397368,0.995044,0.782344,1101
m4,D252,0.014076,0.056041,0.87859,0.054974,300
m4,D2520,0.596386,0.521887,0.992745,0.321817,3119
m4,D2521,0.319381,0.334804,0.990461,0.08337,3194
m4,D2522,0.414909,0.392771,0.988412,0.038562,3822
m4,D2523,0.419286,0.396495,0.985,0.146592,3822
m4,D2524,0.427904,0.419737,0.986573,0.010924,3822
m4,D2525,0.406378,0.387294,0.978783,0.044135,3823
m4,D2526,0.347506,0.343828,0.985919,0.246728,3822
m4,D2527,0.269077,0.309499,0.991113,0.874859,1101
m4,D2528,0.428514,0.413078,0.992136,0.264732,4195
m4,D2529,0.315006,0.345988,0.990725,0.08601,3445
m4,D253,0.01386,0.055493,0.87796,0.070265,300
m4,D2530,0.115485,0.17166,0.960039,0.03342,3194
m4,D2531,0.121994,0.176607,0.962616,0.050319,3194
m4,D2532,0.272381,0.300845,0.982765,0.104133,3192
m4,D2533,0.752797,0.691019,0.99581,0.467101,3194
m4,D2534,0.855178,0.804642,0.996225,0.534551,3194
m4,D2535,0.934087,0.851849,0.995455,0.449108,3192
m4,D2536,0.347271,0.35852,0.985063,0.277502,4197
m4,D2537,0.134057,0.195538,0.962914,0.000235,2060
m4,D2538,0.10928,0.178377,0.969645,0.586104,2060
m4,D2539,0.336508,0.37952,0.992739,0.404885,4197
m4,D254,0.014246,0.056504,0.880481,0.04282,300
m4,D2540,0.483635,0.469341,0.988278,0.410352,3569
m4,D2541,0.335957,0.329531,0.979106,0.135141,3569
m4,D2542,0.352394,0.360737,0.992718,0.453552,4197
m4,D2543,0.309216,0.331673,0.990625,0.100141,4197
m4,D2544,0.147989,0.216858,0.986331,0.197248,3066
m4,D2545,0.181725,0.241877,0.98549,0.21649,3066
m4,D2546,0.337995,0.351821,0.992126,0.413271,4197
m4,D2547,0.190588,0.255393,0.984149,0.043418,3066
m4,D2548,0.462807,0.412931,0.975532,0.128265,3445
m4,D2549,0.300889,0.327428,0.99019,0.069906,4197
m4,D255,0.014046,0.05595,0.878787,0.05636,300
m4,D2550,0.718319,0.674929,0.992115,0.709485,4197
m4,D2551,0.739921,0.678661,0.99781,0.833498,4197
m4,D2552,0.142655,0.212919,0.986078,0.572806,1430
m4,D2553,0.132521,0.20619,0.989923,0.800554,1430
m4,D2554,0.111454,0.184429,0.95993,0.077998,1430
m4,D2555,0.649236,0.620778,0.998193,0.889882,4195
m4,D2556,0.722343,0.595049,0.98247,0.780842,1935
m4,D2557,0.32121,0.361893,0.978966,0.266193,1935
m4,D2558,0.300539,0.353384,0.99555,0.899942,1935
m4,D2559,0.691366,0.634351,0.997999,0.815247,4197
m4,D256,0.005353,0.029962,0.742842,0.126287,765
m4,D2560,0.154704,0.213249,0.985224,0.689414,1680
m4,D2561,0.269968,0.313561,0.99335,0.906106,1682
m4,D2562,0.392946,0.40696,0.994539,0.471004,2440
m4,D2563,0.318245,0.32713,0.987064,0.084903,3823
m4,D2564,0.497331,0.464099,0.988173,0.019865,2563
m4,D2565,0.068501,0.136141,0.947005,0.276712,921
m4,D2566,0.292909,0.328705,0.992965,0.024671,4197
m4,D2567,0.533735,0.470227,0.990656,0.000628,4197
m4,D2568,0.304515,0.340582,0.992513,0.056019,4197
m4,D2569,0.310736,0.344639,0.991962,0.029922,4197
m4,D257,0.005905,0.033644,0.832206,0.002812,275
m4,D2570,0.307573,0.336739,0.993011,0.05564,4197
m4,D2571,0.296688,0.336183,0.992415,0.040078,4197
m4,D2572,0.319262,0.327523,0.986527,0.642748,2210
m4,D2573,0.105222,0.176342,0.954013,0.325732,946
m4,D2574,0.112372,0.184947,0.960128,0.294318,946
m4,D2575,0.11641,0.189082,0.961755,0.319845,946
m4,D2576,0.061378,0.12094,0.942295,0.006071,1304
m4,D2577,0.06711,0.133525,0.967328,0.007991,1304
m4,D2578,0.095295,0.162222,0.945573,0.040156,1304
m4,D2579,0.033842,0.086086,0.920925,0.002827,1304
m4,D258,0.006209,0.034627,0.837644,0.004074,275
m4,D2580,0.179812,0.23993,0.987955,0.01111,4197
m4,D2581,0.102672,0.172238,0.956603,0.000862,1304
m4,D2582,0.565203,0.493908,0.990601,0.041514,4195
m4,D2583,0.626679,0.537025,0.993621,0.093572,4197
m4,D2584,0.098547,0.178066,0.979868,0.601883,1808
m4,D2585,0.214575,0.296808,0.978426,0.328514,2060
m4,D2586,0.079576,0.14708,0.964776,0.127807,2060
m4,D2587,0.097623,0.158917,0.96734,2.3e-05,2060
m4,D2588,0.079679,0.14338,0.985255,0.705584,1783
m4,D2589,0.085489,0.148982,0.966021,0.29889,1078
m4,D259,0.006072,0.034145,0.831854,9e-06,275
m4,D2590,0.089614,0.15695,0.944225,0.186464,1083
m4,D2591,0.458666,0.455095,0.984262,0.596184,1082
m4,D2592,0.105456,0.174376,0.985913,0.823122,1083
m4,D2593,0.055144,0.119942,0.974799,0.500353,1083
m4,D2594,0.079389,0.148938,0.981862,0.523306,2495
m4,D2595,0.113678,0.186337,0.986591,0.555948,1693
m4,D2596,0.062627,0.12669,0.968067,0.612823,1062
m4,D2597,0.06412,0.131562,0.951659,0.000132,1784
m4,D2598,0.699997,0.653004,0.998236,0.858987,4197
m4,D2599,0.768583,0.692679,0.998936,0.911626,4197
m4,D26,0.135017,0.206557,0.992079,0.932134,673
m4,D260,0.006663,0.03628,0.842683,0.021836,272
m4,D2600,0.789054,0.629479,0.987473,0.515976,3951
m4,D2601,0.730633,0.668844,0.99833,0.90594,3951
m4,D2602,0.67767,0.638738,0.998021,0.874819,3951
m4,D2603,0.089308,0.158406,0.983985,0.537096,1763
m4,D2604,0.119935,0.183764,0.98748,0.694546,2053
m4,D2605,0.605942,0.589867,0.987917,0.139269,2944
m4,D2606,0.467653,0.441806,0.988133,0.458234,4195
m4,D2607,0.384236,0.395038,0.995618,0.600471,4197
m4,D2608,0.456179,0.445373,0.993034,0.293526,4197
m4,D2609,0.402548,0.395606,0.983666,0.013998,4197
m4,D261,0.006645,0.036306,0.851277,0.046524,272
m4,D2610,0.429697,0.418248,0.990897,0.321906,4197
m4,D2611,0.299286,0.307043,0.968185,0.060031,2939
m4,D2612,0.128516,0.185817,0.961322,0.075533,2941
m4,D2613,0.357189,0.360181,0.98691,0.424569,4197
m4,D2614,0.338367,0.359915,0.992557,0.447381,4197
m4,D2615,0.323162,0.348296,0.992787,0.414686,4197
m4,D2616,0.449438,0.414501,0.992156,0.452985,3951
m4,D2617,0.293194,0.330908,0.992614,0.411949,4197
m4,D2618,0.932453,0.712764,0.984559,0.034798,4197
m4,D2619,0.409462,0.395601,0.997502,0.652893,4197
m4,D262,0.006582,0.036037,0.84476,0.021548,272
m4,D2620,0.432678,0.432883,0.995109,0.631554,3445
m4,D2621,0.243297,0.28021,0.976638,0.134334,2814
m4,D2622,0.083103,0.152074,0.985964,0.774143,1304
m4,D2623,0.060783,0.128623,0.979423,0.363963,1052
m4,D2624,0.041035,0.102554,0.967827,0.038795,1052
m4,D2625,0.082002,0.155066,0.984728,0.748882,1052
m4,D2626,0.149437,0.217803,0.971328,0.504016,1052
m4,D2627,0.375598,0.378852,0.995294,0.791985,3443
m4,D2628,0.655993,0.559119,0.998059,0.84314,3445
m4,D2629,0.316422,0.323589,0.996005,0.632782,4197
m4,D263,0.004292,0.028085,0.785678,0.102128,245
m4,D2630,0.119376,0.188414,0.988105,0.442011,3319
m4,D2631,0.25138,0.314656,0.994333,0.634278,3319
m4,D2632,0.296317,0.348988,0.996065,0.645535,3319
m4,D2633,0.688157,0.623039,0.997002,0.605686,4197
m4,D2634,0.230814,0.278387,0.993574,0.566882,4197
m4,D2635,0.334326,0.347265,0.995334,0.7351,4197
m4,D2636,0.311997,0.344461,0.988832,0.082967,4197
m4,D2637,0.277479,0.317732,0.994444,0.579664,4197
m4,D2638,0.224519,0.287418,0.99435,0.357673,4197
m4,D2639,0.260851,0.302387,0.985185,0.081989,4195
m4,D264,0.004672,0.029125,0.737768,0.006011,504
m4,D2640,0.227983,0.281992,0.992361,0.406111,4197
m4,D2641,0.231062,0.285186,0.987485,0.025446,4197
m4,D2642,0.167761,0.224962,0.986628,0.006168,4197
m4,D2643,0.132535,0.20254,0.976012,0.170181,2060
m4,D2644,0.126819,0.197886,0.985319,0.742194,2060
m4,D2645,0.079605,0.14323,0.967986,0.383788,2060
m4,D2646,0.437803,0.40994,0.984176,0.000265,4197
m4,D2647,0.407172,0.392131,0.988091,0.010205,4195
m4,D2648,0.493052,0.433983,0.979246,0.026657,4197
m4,D2649,0.399645,0.397495,0.995401,0.749797,4197
m4,D265,0.004271,0.028029,0.788456,0.109084,245
m4,D2650,0.443307,0.424926,0.994242,0.761251,4197
m4,D2651,0.387911,0.381022,0.98411,0.10417,4197
m4,D2652,0.407841,0.40887,0.990145,0.187316,4197
m4,D2653,0.245928,0.295316,0.985512,0.157702,4197
m4,D2654,0.23489,0.286,0.984498,0.103882,4197
m4,D2655,0.153168,0.21584,0.987403,0.099005,4197
m4,D2656,0.421933,0.458844,0.997387,0.405408,4197
m4,D2657,0.578849,0.502617,0.98439,0.512144,4197
m4,D2658,0.260052,0.300033,0.994602,0.530287,4197
m4,D2659,0.235216,0.295438,0.992731,0.675173,4197
m4,D266,0.007222,0.038115,0.855697,0.006171,275
m4,D2660,0.120051,0.18236,0.982545,0.131366,4197
m4,D2661,0.220639,0.259224,0.988031,2.3e-05,4197
m4,D2662,0.185839,0.254274,0.99197,0.259404,4197
m4,D2663,0.356504,0.399932,0.994737,0.329483,4197
m4,D2664,0.295841,0.356989,0.995452,0.036426,4197
m4,D2665,0.394446,0.397652,0.996556,0.750524,4197
m4,D2666,0.565976,0.489817,0.981928,0.207575,4197
m4,D2667,0.502894,0.466618,0.997701,0.879573,4197
m4,D2668,0.128819,0.194242,0.982997,0.433736,4197
m4,D2669,0.476014,0.449524,0.987379,0.131322,4197
m4,D267,0.007313,0.038416,0.854895,0.00095,275
m4,D2670,0.423241,0.419973,0.987481,0.701564,4197
m4,D2671,0.30924,0.353782,0.99499,0.399702,4197
m4,D2672,0.455651,0.439043,0.998017,0.862165,3319
m4,D2673,0.321524,0.361829,0.997784,0.726114,3319
m4,D2674,0.286802,0.335191,0.997956,0.646782,3319
m4,D2675,0.233289,0.290616,0.984579,0.435186,3317
m4,D2676,0.764464,0.669095,0.991548,0.000565,4197
m4,D2677,0.61561,0.567443,0.997732,0.824937,4197
m4,D2678,0.203331,0.259107,0.9931,0.254569,4197
m4,D2679,0.461588,0.45369,0.998668,0.640751,4197
m4,D268,0.00718,0.037935,0.848177,0.017364,275
m4,D2680,0.566566,0.516024,0.999135,0.888141,4197
m4,D2681,0.251501,0.309501,0.995946,0.49317,4197
m4,D2682,0.409936,0.425249,0.990521,0.133491,4197
m4,D2683,0.514667,0.496168,0.9979,0.651474,4197
m4,D2684,0.338483,0.365137,0.996405,0.755588,4197
m4,D2685,0.459844,0.459282,0.99034,0.000501,4197
m4,D2686,0.520468,0.492375,0.998533,0.644886,4197
m4,D2687,0.41508,0.433528,0.990444,0.026404,4197
m4,D2688,0.504948,0.494766,0.990144,0.376825,4197
m4,D2689,0.321716,0.364858,0.989806,0.213531,4197
m4,D269,0.007223,0.038102,0.850346,0.006902,275
m4,D2690,0.606909,0.555111,0.997781,0.574149,4197
m4,D2691,0.488073,0.504941,0.998379,0.468663,4197
m4,D2692,0.718011,0.634593,0.989644,0.012998,4197
m4,D2693,0.729018,0.555766,0.989604,0.183582,4197
m4,D2694,0.670608,0.590678,0.998339,0.710783,4197
m4,D2695,0.689953,0.569692,0.990607,0.12314,4197
m4,D2696,0.447268,0.432239,0.997576,0.793308,4197
m4,D2697,0.570505,0.515156,0.986757,0.136501,4197
m4,D2698,0.83241,0.677338,0.998887,0.779012,4197
m4,D2699,0.666677,0.588022,0.998341,0.716158,4197
m4,D27,0.078188,0.157093,0.988089,0.704028,673
m4,D270,0.005111,0.030322,0.774064,0.55297,196
m4,D2700,0.490319,0.471823,0.997988,0.57354,4197
m4,D2701,0.20428,0.256006,0.989506,0.010654,4197
m4,D2702,0.479502,0.491021,0.992604,0.013358,4197
m4,D2703,0.214094,0.290249,0.994248,0.20469,4197
m4,D2704,0.182553,0.258776,0.994786,0.440817,4197
m4,D2705,0.333071,0.345618,0.985812,0.415144,4197
m4,D2706,0.199137,0.269458,0.994242,0.004572,4197
m4,D2707,0.257329,0.306053,0.992287,0.019982,4197
m4,D2708,0.272496,0.31567,0.987884,0.106619,4197
m4,D2709,0.470011,0.437298,0.996822,0.599112,4197
m4,D271,0.005478,0.03158,0.801678,0.600621,196
m4,D2710,0.309209,0.344455,0.993769,0.274401,4197
m4,D2711,0.323962,0.348841,0.992657,0.685166,4197
m4,D2712,0.54832,0.499178,0.995813,0.634056,4197
m4,D2713,0.506872,0.469198,0.996611,0.69843,4197
m4,D2714,0.487694,0.459117,0.987208,0.002086,4197
m4,D2715,0.237521,0.297585,0.996085,0.626168,4197
m4,D2716,0.218286,0.278709,0.98804,0.005204,4197
m4,D2717,0.28265,0.332521,0.992288,0.4873,4197
m4,D2718,0.192276,0.257775,0.988117,0.128803,4197
m4,D2719,0.401421,0.410152,0.989674,0.332217,4197
m4,D272,0.004855,0.029518,0.764321,0.503984,196
m4,D2720,0.407869,0.418398,0.997277,0.706298,4197
m4,D2721,0.500123,0.476026,0.998666,0.728771,4197
m4,D2722,0.380753,0.445536,0.997041,0.194953,4197
m4,D2723,0.406238,0.456992,0.996595,0.331687,4197
m4,D2724,0.22587,0.28277,0.988461,0.117792,4197
m4,D2725,0.472935,0.45427,0.99829,0.729934,4197
m4,D2726,0.260869,0.299971,0.98411,0.035424,4197
m4,D2727,0.266334,0.305292,0.995233,0.383284,4197
m4,D2728,0.241032,0.299091,0.990555,0.295679,4197
m4,D2729,0.549097,0.515547,0.999165,0.712358,4197
m4,D273,0.005222,0.030724,0.789901,0.560443,196
m4,D2730,0.306079,0.350051,0.992716,0.514534,4197
m4,D2731,0.472609,0.465628,0.997816,0.820934,4197
m4,D2732,0.284713,0.330568,0.9879,0.049889,4197
m4,D2733,0.508614,0.431618,0.995094,0.692772,3445
m4,D2734,0.110633,0.169875,0.955907,0.030634,2941
m4,D2735,0.133063,0.189309,0.980333,0.169747,2941
m4,D2736,0.122503,0.190638,0.970236,0.010958,2941
m4,D2737,0.134683,0.197863,0.988905,0.018182,3194
m4,D2738,0.16453,0.216435,0.988265,0.106626,3194
m4,D2739,0.364632,0.379267,0.997885,0.813594,4197
m4,D274,0.011192,0.048706,0.936135,0.804752,218
m4,D2740,0.515239,0.485454,0.997093,0.687265,4197
m4,D2741,0.205645,0.267613,0.992374,0.043307,4197
m4,D2742,0.48548,0.447683,0.996914,0.587571,4197
m4,D2743,0.427622,0.432638,0.98901,0.161252,4197
m4,D2744,0.441565,0.431829,0.98522,0.099957,4197
m4,D2745,0.036975,0.095387,0.975202,0.530871,921
m4,D2746,0.036733,0.093027,0.962235,0.678789,921
m4,D2747,0.292174,0.315598,0.993636,0.285305,3445
m4,D2748,0.234842,0.279303,0.981631,0.006441,3445
m4,D2749,0.215246,0.262322,0.992254,0.33459,3445
m4,D275,0.011939,0.050616,0.943247,0.811907,218
m4,D2750,0.431929,0.433306,0.996264,0.726842,4197
m4,D2751,0.724623,0.635392,0.991649,0.288741,4197
m4,D2752,0.293012,0.324695,0.98862,0.343869,4197
m4,D2753,0.291651,0.349712,0.98944,0.01887,4197
m4,D2754,0.057607,0.117571,0.910725,0.004095,1052
m4,D2755,0.051744,0.120198,0.945789,0.318062,1101
m4,D2756,0.062421,0.133994,0.981284,0.786372,1430
m4,D2757,0.043884,0.101168,0.931596,0.079128,1430
m4,D2758,0.361408,0.388689,0.995174,0.889388,4197
m4,D2759,0.5025,0.495743,0.997289,0.878754,4197
m4,D276,0.010501,0.046844,0.930829,0.796447,218
m4,D2760,0.7549,0.643424,0.98756,0.15034,4197
m4,D2761,0.512588,0.485781,0.995956,0.772644,4197
m4,D2762,0.619867,0.557683,0.996845,0.798672,4197
m4,D2763,0.44587,0.444096,0.998693,0.642314,4197
m4,D2764,0.28544,0.333956,0.987967,0.003574,4197
m4,D2765,0.297371,0.322734,0.990142,0.66418,4197
m4,D2766,0.283825,0.30387,0.980022,0.081278,4197
m4,D2767,0.32561,0.34677,0.992769,0.721728,4197
m4,D2768,0.175151,0.232264,0.981325,0.101859,4197
m4,D2769,0.172903,0.236042,0.987355,0.385159,4197
m4,D277,0.011299,0.048888,0.939087,0.806835,218
m4,D2770,0.219392,0.281287,0.992667,0.001022,4197
m4,D2771,0.177415,0.240194,0.989229,0.027242,4197
m4,D2772,0.257754,0.332559,0.994011,0.258285,4197
m4,D2773,0.208764,0.270198,0.989962,0.048792,4197
m4,D2774,0.407475,0.422066,0.990673,0.293545,3194
m4,D2775,0.157871,0.207126,0.97423,0.022624,4197
m4,D2776,0.248543,0.334854,0.997458,0.797141,3066
m4,D2777,0.432928,0.494907,0.993011,0.446056,3066
m4,D2778,0.070016,0.132812,0.946259,0.091479,921
m4,D2779,0.506839,0.512382,0.998363,0.889627,4197
m4,D278,0.012325,0.053135,0.94146,0.747242,253
m4,D2780,0.282895,0.352919,0.990605,0.467176,1304
m4,D2781,0.447908,0.470607,0.996748,0.783075,4197
m4,D2782,0.493204,0.535269,0.998258,0.828423,4197
m4,D2783,0.363123,0.429246,0.996823,0.519813,4197
m4,D2784,0.296048,0.368021,0.997018,0.773558,4197
m4,D2785,0.465578,0.444024,0.988323,0.550437,4197
m4,D2786,0.309694,0.345966,0.9899,0.681316,4197
m4,D2787,0.389591,0.397491,0.992495,0.508484,4197
m4,D2788,0.288958,0.324219,0.987173,0.034138,3445
m4,D2789,0.307456,0.348087,0.990824,0.051771,3445
m4,D279,0.011405,0.050837,0.938147,0.732002,253
m4,D2790,0.412141,0.438615,0.991727,0.193868,4197
m4,D2791,0.187257,0.263925,0.995221,0.776616,4197
m4,D2792,0.472319,0.502368,0.998328,0.884395,4197
m4,D2793,0.259192,0.330962,0.990915,0.32584,4075
m4,D2794,0.122755,0.193919,0.985697,0.222079,4075
m4,D2795,0.488614,0.544419,0.995358,0.767226,2060
m4,D2796,0.272279,0.317301,0.987693,0.399643,4075
m4,D2797,0.336741,0.371149,0.991,0.305785,4075
